,loss,dice_coef,val_loss,val_dice_coef
0,0.7737621068954468,0.25407302379608154,0.717086911201477,0.3373914957046509
1,0.7035453915596008,0.34178563952445984,0.808910608291626,0.18255002796649933
2,0.6804196834564209,0.36794379353523254,0.6844576001167297,0.37210631370544434
3,0.6631149649620056,0.3867257237434387,0.8353239297866821,0.23240236937999725
4,0.6609496474266052,0.39044010639190674,0.6759968400001526,0.3664417862892151
5,0.6501491665840149,0.40113565325737,0.655777633190155,0.4197392165660858
6,0.6350417733192444,0.4178423583507538,0.6212483644485474,0.43771740794181824
7,0.6326867938041687,0.4199041724205017,0.6244223117828369,0.44115862250328064
8,0.6315656900405884,0.4216206669807434,0.6749918460845947,0.39891520142555237
9,0.6230013966560364,0.4304802715778351,0.6469598412513733,0.4316639006137848
10,0.6186434030532837,0.43520286679267883,0.6500532031059265,0.4048776924610138
11,0.6128760576248169,0.44108331203460693,0.658369779586792,0.3988869786262512
12,0.6100143194198608,0.4427928328514099,0.6478053331375122,0.4176286458969116
13,0.605768620967865,0.4498650133609772,0.6326673626899719,0.4381084144115448
14,0.6004104018211365,0.45626649260520935,0.6346239447593689,0.4010351002216339
15,0.5977226495742798,0.4596221148967743,0.6197389960289001,0.44992974400520325
16,0.5883240103721619,0.4678616523742676,0.6087879538536072,0.4521200656890869
17,0.5958713889122009,0.4588403105735779,0.6422823071479797,0.4147348999977112
18,0.5931234955787659,0.46229904890060425,0.6130006909370422,0.4583318531513214
19,0.5873843431472778,0.46919873356819153,0.6547356843948364,0.4096764624118805
20,0.582464873790741,0.47435688972473145,0.6141782999038696,0.4338190257549286
21,0.5755777955055237,0.4808759391307831,0.6264752745628357,0.4486997425556183
22,0.5796433091163635,0.47923192381858826,0.6048091650009155,0.4634139835834503
23,0.5815296769142151,0.47451815009117126,0.596997857093811,0.4682258069515228
24,0.5781120657920837,0.4804048240184784,0.612392246723175,0.44554847478866577
25,0.5727630257606506,0.48413851857185364,0.6644660234451294,0.4126299321651459
26,0.574008047580719,0.4840429425239563,0.6013303995132446,0.46167686581611633
27,0.5716263651847839,0.48659443855285645,0.5848529934883118,0.4658421277999878
28,0.5753966569900513,0.4822140336036682,0.632392942905426,0.4454908072948456
29,0.5710466504096985,0.4878459870815277,0.5979657769203186,0.4639677405357361
