,loss,dice_coef,val_loss,val_dice_coef
0,0.6752361059188843,0.36930161714553833,0.6032899618148804,0.47664690017700195
1,0.6035490036010742,0.45628979802131653,0.5687400698661804,0.5234891176223755
2,0.5676144957542419,0.49964654445648193,0.5731987357139587,0.5210552215576172
3,0.5467234253883362,0.5238588452339172,0.5335541367530823,0.5206155180931091
4,0.5435186624526978,0.5260632038116455,0.5286728739738464,0.5212429761886597
5,0.5222799181938171,0.5492916703224182,0.546603798866272,0.4871729910373688
6,0.5265896916389465,0.5454521179199219,0.5258902311325073,0.5392183661460876
7,0.5187246203422546,0.5533408522605896,0.5175060033798218,0.55219566822052
8,0.5092183947563171,0.5618576407432556,0.5148608684539795,0.5734162330627441
9,0.5084559321403503,0.5633726119995117,0.5089555382728577,0.5580481886863708
10,0.5014569163322449,0.5692874789237976,0.553665280342102,0.4815523624420166
11,0.49635884165763855,0.5777727365493774,0.5114309787750244,0.5485748648643494
12,0.4924929440021515,0.5780009627342224,0.7048240900039673,0.30170947313308716
13,0.49420782923698425,0.5785941481590271,0.5214024186134338,0.5680567026138306
14,0.4881243109703064,0.5863252282142639,0.5107221603393555,0.550024688243866
15,0.4924624562263489,0.5794475674629211,0.534755527973175,0.5404191017150879
16,0.4797636568546295,0.5940918326377869,0.4993537962436676,0.570792555809021
17,0.4804089665412903,0.5921981930732727,0.5667312741279602,0.5365136861801147
18,0.4785497188568115,0.5966233015060425,0.49832960963249207,0.5644989013671875
19,0.471917986869812,0.6026110053062439,0.5245687961578369,0.5624446272850037
20,0.47850531339645386,0.5953649282455444,0.4950260818004608,0.5833202004432678
21,0.47608134150505066,0.5986801981925964,0.5019606947898865,0.570385217666626
22,0.45964089035987854,0.6172016263008118,0.5171507000923157,0.5728206038475037
23,0.469173401594162,0.6046457886695862,0.4999467432498932,0.5655081272125244
24,0.45898690819740295,0.6174243688583374,0.5461935997009277,0.5172917246818542
25,0.4633704721927643,0.6107118129730225,0.4947081208229065,0.5765482187271118
26,0.46443819999694824,0.6092109680175781,0.517646074295044,0.5336636900901794
27,0.4611157178878784,0.6161659359931946,0.515404999256134,0.5775212645530701
28,0.45109251141548157,0.6263815760612488,0.5096389651298523,0.577826201915741
29,0.4554937779903412,0.6205393671989441,0.4990648031234741,0.5811007618904114
