,loss,dice_coef,val_loss,val_dice_coef
0,0.7498894333839417,0.2745974659919739,0.9652100801467896,0.05500141158699989
1,0.6671528220176697,0.3838613033294678,0.6586794257164001,0.43089234828948975
2,0.6428596377372742,0.4130014181137085,0.6628018021583557,0.42602965235710144
3,0.6281311511993408,0.43181172013282776,0.6433777809143066,0.44764479994773865
4,0.6150475740432739,0.44476160407066345,0.6965407133102417,0.39691853523254395
5,0.6127523183822632,0.4463372826576233,0.5958372354507446,0.4686773121356964
6,0.6082870960235596,0.45373016595840454,0.607911229133606,0.4783006012439728
7,0.5938422083854675,0.4703843295574188,0.6135631203651428,0.4399271607398987
8,0.5831080675125122,0.48201051354408264,0.617996096611023,0.47340846061706543
9,0.581344723701477,0.48194199800491333,0.5961136817932129,0.4885329306125641
10,0.5689183473587036,0.49896174669265747,0.7337305545806885,0.2623293399810791
11,0.5732619762420654,0.49228864908218384,0.5747673511505127,0.4944303333759308
12,0.5731896162033081,0.4939965009689331,0.6657091379165649,0.42251741886138916
13,0.5670976042747498,0.49828991293907166,0.6294366121292114,0.4002804160118103
14,0.5561245679855347,0.5101649761199951,0.6692649722099304,0.3690643906593323
15,0.5608087182044983,0.5060870051383972,0.6152640581130981,0.4160681664943695
16,0.5543227791786194,0.511326789855957,0.594190776348114,0.4943506121635437
17,0.5462039113044739,0.5209426879882812,0.5695812106132507,0.48961710929870605
18,0.5571837425231934,0.5092361569404602,0.6053791642189026,0.4935445487499237
19,0.5429539680480957,0.5258128643035889,0.552321195602417,0.5152047276496887
20,0.5371378660202026,0.5328959822654724,0.5661234259605408,0.4915742874145508
21,0.5387705564498901,0.5293042659759521,0.574516773223877,0.5115256905555725
22,0.5433581471443176,0.5248216390609741,0.5610559582710266,0.5111570954322815
23,0.5443535447120667,0.5242553353309631,0.5639536380767822,0.4944482445716858
24,0.5425528883934021,0.5269186496734619,0.5719035267829895,0.5133301019668579
25,0.5422190427780151,0.5253964066505432,0.5449151396751404,0.5412437915802002
26,0.5301473140716553,0.5422306060791016,0.5517696142196655,0.5298505425453186
27,0.5308173894882202,0.5408502817153931,0.5506224632263184,0.5259290933609009
28,0.5306940674781799,0.538465142250061,0.5775471329689026,0.5058572292327881
29,0.5293722748756409,0.5410500168800354,0.5804775953292847,0.5171141028404236
